,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
4897,185.51.200.2,192.168.43.20,domain,51751,UDP,1646095038.299632,0,101,87
4898,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.300286,0,66,52
4899,185.51.200.2,192.168.43.20,domain,47836,UDP,1646095038.305796,0,85,71
4900,185.51.200.2,192.168.43.20,domain,38536,UDP,1646095038.312293,0,101,87
4901,94.130.124.125,192.168.43.20,https,41042,TCP,1646095038.315929,0,66,52
4902,94.130.124.125,192.168.43.20,https,41042,TCP,1646095038.331598,0,240,226
4903,192.168.43.20,94.130.124.125,41042,https,TCP,1646095038.331647,66,0,52
4904,94.130.124.125,192.168.43.20,https,41042,TCP,1646095038.332315,0,105,91
4905,192.168.43.20,94.130.124.125,41042,https,TCP,1646095038.332351,66,0,52
4906,192.168.43.20,94.130.124.125,41042,https,TCP,1646095038.333246,105,0,91
4907,192.168.43.20,142.250.201.162,53227,443,UDP,1646095038.353937,1399,0,1385
4908,54.77.222.43,192.168.43.20,https,54380,TCP,1646095038.358136,0,66,52
4909,94.130.124.125,192.168.43.20,https,41042,TCP,1646095038.385289,0,66,52
4910,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.411255,556,0,542
4911,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.415819,149,0,135
4912,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.417907,101,0,87
4913,94.130.124.125,192.168.43.20,https,41042,TCP,1646095038.438115,0,66,52
4914,192.168.43.20,94.130.124.120,35370,https,TCP,1646095038.44289,285,0,271
4915,192.168.43.20,185.51.200.2,58519,domain,UDP,1646095038.44982,85,0,71
4916,192.168.43.20,176.9.122.183,52844,https,TCP,1646095038.454368,170,0,156
4917,192.168.43.20,185.51.200.2,57115,domain,UDP,1646095038.455945,87,0,73
4918,192.168.43.20,142.250.181.226,51778,https,TCP,1646095038.459234,555,0,541
4919,172.217.22.130,192.168.43.20,443,42394,UDP,1646095038.460783,0,1399,1385
4920,192.168.43.20,176.9.122.183,52844,https,TCP,1646095038.460792,101,0,87
4921,172.217.22.130,192.168.43.20,443,42394,UDP,1646095038.46092,0,651,637
4922,185.51.200.2,192.168.43.20,domain,58519,UDP,1646095038.468854,0,85,71
4923,192.168.43.20,172.217.22.130,42394,443,UDP,1646095038.468872,200,0,186
4924,185.51.200.2,192.168.43.20,domain,57115,UDP,1646095038.480303,0,147,133
4925,172.217.22.130,192.168.43.20,443,42394,UDP,1646095038.482327,0,70,56
4926,142.250.201.162,192.168.43.20,443,53227,UDP,1646095038.520464,0,1399,1385
4927,142.250.201.162,192.168.43.20,443,53227,UDP,1646095038.522351,0,651,637
4928,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.524445,0,66,52
4929,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.527525,0,66,52
4930,192.168.43.20,142.250.201.162,53227,443,UDP,1646095038.527756,200,0,186
4931,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.537229,0,369,355
4932,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.5373,66,0,52
4933,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.537383,0,1454,1440
4934,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.537428,66,0,52
4935,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.537441,0,96,82
4936,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.537478,66,0,52
4937,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.537488,0,1454,1440
4938,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.537492,66,0,52
4939,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.537735,0,1454,1440
4940,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.537741,66,0,52
4941,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.538275,0,126,112
4942,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.538292,66,0,52
4943,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.539397,0,1454,1440
4944,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.539442,66,0,52
4945,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.541201,0,1454,1440
4946,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.541245,66,0,52
4947,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.541357,0,126,112
4948,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.541365,66,0,52
4949,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.541376,0,1454,1440
4950,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.541409,66,0,52
4951,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.541501,0,96,82
4952,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.541509,66,0,52
4953,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.541638,0,1454,1440
4954,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.541643,66,0,52
4955,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.542203,0,96,82
4956,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.542213,66,0,52
4957,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.542465,0,1454,1440
4958,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.542469,66,0,52
4959,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.545094,0,1454,1440
4960,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.545127,66,0,52
4961,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.545196,0,126,112
4962,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.545202,66,0,52
4963,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.54521,0,1454,1440
4964,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.545398,0,1454,1440
4965,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.545408,66,0,52
4966,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.54542,0,126,112
4967,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.545526,66,0,52
4968,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.548497,0,1454,1440
4969,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.548589,0,1454,1440
4970,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.548593,0,126,112
4971,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.548689,66,0,52
4972,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.548853,0,1454,1440
4973,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.549128,0,1454,1440
4974,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.549144,66,0,52
4975,142.250.201.162,192.168.43.20,443,53227,UDP,1646095038.549469,0,70,56
4976,94.130.124.120,192.168.43.20,https,35370,TCP,1646095038.551237,0,66,52
4977,94.130.124.120,192.168.43.20,https,35370,TCP,1646095038.567398,0,230,216
4978,94.130.124.120,192.168.43.20,https,35370,TCP,1646095038.567479,0,97,83
4979,94.130.124.120,192.168.43.20,https,35370,TCP,1646095038.567485,0,105,91
4980,176.9.122.183,192.168.43.20,https,52844,TCP,1646095038.568135,0,1454,1440
4981,192.168.43.20,176.9.122.183,52844,https,TCP,1646095038.568228,66,0,52
4982,176.9.122.183,192.168.43.20,https,52844,TCP,1646095038.568264,0,82,68
4983,192.168.43.20,176.9.122.183,52844,https,TCP,1646095038.568308,66,0,52
4984,192.168.43.20,94.130.124.120,35370,https,TCP,1646095038.568357,66,0,52
4985,192.168.43.20,94.130.124.120,35370,https,TCP,1646095038.568431,105,0,91
4986,192.168.43.20,176.9.122.183,52844,https,TCP,1646095038.568526,105,0,91
4987,192.168.43.20,176.9.122.176,48428,https,TCP,1646095038.593718,105,0,91
4988,176.9.122.183,192.168.43.20,https,52844,TCP,1646095038.61197,0,66,52
4989,172.217.22.130,192.168.43.20,443,42394,UDP,1646095038.613044,0,138,124
4990,192.168.43.20,142.250.75.226,42672,https,TCP,1646095038.621313,117,0,103
4991,192.168.43.20,142.250.75.226,42672,https,TCP,1646095038.622958,102,0,88
4992,192.168.43.20,142.250.75.226,42672,https,TCP,1646095038.623082,78,0,64
4993,192.168.43.20,172.217.22.130,42394,443,UDP,1646095038.633735,74,0,60
4994,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.642787,0,1454,1440
4995,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.642914,0,1454,1440
4996,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.642986,66,0,52
4997,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.643184,0,1454,1440
4998,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.643194,66,0,52
4999,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.643458,0,1454,1440
5000,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.643472,66,0,52
5001,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.655976,0,1454,1440
5002,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.656049,66,0,52
5003,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.656202,0,1454,1440
5004,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.65621,66,0,52
5005,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.656473,0,1454,1440
5006,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.656485,66,0,52
5007,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.656633,0,1454,1440
5008,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.65664,66,0,52
5009,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.656796,0,1454,1440
5010,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.656802,66,0,52
5011,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.65707,0,1454,1440
5012,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.657085,66,0,52
5013,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.657227,0,1454,1440
5014,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.657237,66,0,52
5015,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.657509,0,1454,1440
5016,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.657524,66,0,52
5017,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.657774,0,1454,1440
5018,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.657787,66,0,52
5019,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.660067,0,1454,1440
5020,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.660105,66,0,52
5021,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.660293,0,1454,1440
5022,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.660305,66,0,52
5023,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.660455,0,1454,1440
5024,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.660463,66,0,52
5025,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.660626,0,1454,1440
5026,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.660635,66,0,52
5027,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.660899,0,1454,1440
5028,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.660913,66,0,52
5029,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.661158,0,1454,1440
5030,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.66117,66,0,52
5031,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.662931,0,1454,1440
5032,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.66296,66,0,52
5033,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.663071,0,1454,1440
5034,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.663077,66,0,52
5035,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.6657,0,1454,1440
5036,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.66573,66,0,52
5037,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.665845,0,1454,1440
5038,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.665874,66,0,52
5039,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.666047,0,1454,1440
5040,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.666057,66,0,52
5041,176.9.122.176,192.168.43.20,https,48428,TCP,1646095038.666067,0,472,458
5042,192.168.43.20,176.9.122.176,48428,https,TCP,1646095038.666107,78,0,64
5043,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.66622,0,1454,1440
5044,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.666235,66,0,52
5045,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.666501,0,1454,1440
5046,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.666525,66,0,52
5047,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.666645,0,1454,1440
5048,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.666654,66,0,52
5049,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.666946,0,1454,1440
5050,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.666971,66,0,52
5051,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.667081,0,1454,1440
5052,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.667088,66,0,52
5053,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.667265,0,1454,1440
5054,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.667276,66,0,52
5055,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.667861,0,1454,1440
5056,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.66789,66,0,52
5057,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668001,0,1454,1440
5058,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668006,66,0,52
5059,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668171,0,1454,1440
5060,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668187,66,0,52
5061,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668329,0,1454,1440
5062,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668333,66,0,52
5063,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668519,0,1454,1440
5064,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668525,66,0,52
5065,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668776,0,1454,1440
5066,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668792,66,0,52
5067,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.668965,0,1454,1440
5068,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.668971,66,0,52
5069,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.669089,0,1454,1440
5070,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.669095,66,0,52
5071,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.669373,0,1454,1440
5072,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.669388,66,0,52
5073,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.669572,0,1454,1440
5074,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.66958,66,0,52
5075,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.669795,0,1454,1440
5076,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.669807,66,0,52
5077,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.670032,0,1211,1197
5078,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.670047,66,0,52
5079,192.168.43.20,176.9.122.183,52834,https,TCP,1646095038.670302,105,0,91
5080,142.250.201.162,192.168.43.20,443,53227,UDP,1646095038.681416,0,138,124
5081,176.9.122.183,192.168.43.20,https,52844,TCP,1646095038.683558,0,66,52
5082,94.130.124.120,192.168.43.20,https,35370,TCP,1646095038.68362,0,66,52
5083,192.168.43.20,142.250.201.162,53227,443,UDP,1646095038.702877,74,0,60
5084,142.250.75.226,192.168.43.20,https,42672,TCP,1646095038.769001,0,66,52
5085,192.168.43.20,142.250.75.226,42672,https,TCP,1646095038.769079,54,0,40
5086,192.168.43.20,94.130.124.121,41044,https,TCP,1646095038.777681,66,0,52
5087,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.777813,556,0,542
5088,192.168.43.20,142.250.181.226,51778,https,TCP,1646095038.809703,555,0,541
5089,176.9.122.183,192.168.43.20,https,52834,TCP,1646095038.830327,0,66,52
5090,94.130.124.121,192.168.43.20,https,41044,TCP,1646095038.883325,0,66,52
5091,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.911638,0,66,52
5092,142.250.181.226,192.168.43.20,https,51778,TCP,1646095038.944631,0,66,52
5093,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.946551,0,281,267
5094,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.94662,0,97,83
5095,142.250.181.226,192.168.43.20,https,51776,TCP,1646095038.946623,0,105,91
5096,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.947788,66,0,52
5097,192.168.43.20,142.250.181.226,51776,https,TCP,1646095038.947883,105,0,91
5098,142.250.181.226,192.168.43.20,https,51778,TCP,1646095039.017448,0,265,251
5099,192.168.43.20,142.250.181.226,51778,https,TCP,1646095039.017539,66,0,52
5100,142.250.181.226,192.168.43.20,https,51778,TCP,1646095039.017618,0,97,83
5101,192.168.43.20,142.250.181.226,51778,https,TCP,1646095039.017624,66,0,52
5102,142.250.181.226,192.168.43.20,https,51778,TCP,1646095039.017634,0,105,91
5103,192.168.43.20,142.250.181.226,51778,https,TCP,1646095039.017685,66,0,52
5104,192.168.43.20,142.250.181.226,51778,https,TCP,1646095039.019059,105,0,91
5105,142.250.181.226,192.168.43.20,https,51776,TCP,1646095039.084821,0,66,52
5106,142.250.181.226,192.168.43.20,https,51778,TCP,1646095039.151036,0,66,52
5107,192.168.43.20,176.9.122.176,48428,https,TCP,1646095039.257691,105,0,91
5108,176.9.122.176,192.168.43.20,https,48428,TCP,1646095039.405628,0,66,52
5109,54.204.56.244,192.168.43.20,https,58866,TCP,1646095041.097054,0,367,353
5110,192.168.43.20,54.204.56.244,58866,https,TCP,1646095041.097134,66,0,52
5111,192.168.43.20,151.101.129.7,42350,https,TCP,1646095044.409703,66,0,52
5112,151.101.129.7,192.168.43.20,https,42350,TCP,1646095044.50954,0,66,52
5113,192.168.43.20,192.168.43.255,57621,57621,UDP,1646095044.526359,86,0,72
5114,192.168.43.20,10.10.34.36,34280,https,TCP,1646095044.925707,74,0,60
5115,192.168.43.20,10.10.34.36,34282,https,TCP,1646095045.177754,74,0,60
5116,192.168.43.20,94.130.124.123,59764,https,TCP,1646095046.047883,101,0,87
5117,94.130.124.123,192.168.43.20,https,59764,TCP,1646095046.160731,0,97,83
5118,192.168.43.20,94.130.124.123,59764,https,TCP,1646095046.160823,66,0,52
5119,192.168.43.20,2.21.141.232,35754,https,TCP,1646095047.741699,66,0,52
5120,2.21.141.232,192.168.43.20,https,35754,TCP,1646095047.885589,0,66,52
5121,192.168.43.20,94.130.124.121,41044,https,TCP,1646095049.021702,66,0,52
5122,94.130.124.121,192.168.43.20,https,41044,TCP,1646095049.129509,0,66,52
5123,54.204.56.244,192.168.43.20,https,58866,TCP,1646095049.376302,0,367,353
5124,192.168.43.20,54.204.56.244,58866,https,TCP,1646095049.376358,66,0,52
5125,74.125.206.189,192.168.43.20,https,41182,TCP,1646095049.626324,0,119,105
5126,192.168.43.20,74.125.206.189,41182,https,TCP,1646095049.626376,66,0,52
5127,54.204.56.244,192.168.43.20,https,58866,TCP,1646095051.137915,0,111,97
5128,192.168.43.20,54.204.56.244,58866,https,TCP,1646095051.137976,66,0,52
5129,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.293082,0,190,176
5130,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.29316,66,0,52
5131,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.29503,0,97,83
5132,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.295132,66,0,52
5133,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.295241,0,105,91
5134,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.295253,66,0,52
5135,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.295688,105,0,91
5136,192.168.43.20,185.51.200.2,51614,domain,UDP,1646095051.31041,91,0,77
5137,192.168.43.20,185.51.200.2,43225,domain,UDP,1646095051.310602,91,0,77
5138,192.168.43.20,185.218.3.80,44116,https,TCP,1646095051.320211,301,0,287
5139,185.51.200.2,192.168.43.20,domain,51614,UDP,1646095051.328985,0,107,93
5140,185.51.200.2,192.168.43.20,domain,43225,UDP,1646095051.335223,0,91,77
5141,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.457505,0,66,52
5142,185.218.3.80,192.168.43.20,https,44116,TCP,1646095051.472682,0,66,52
5143,185.218.3.80,192.168.43.20,https,44116,TCP,1646095051.57221,0,135,121
5144,185.218.3.80,192.168.43.20,https,44116,TCP,1646095051.573929,0,136,122
5145,192.168.43.20,185.218.3.80,44116,https,TCP,1646095051.574252,66,0,52
5146,192.168.43.20,185.218.3.80,44116,https,TCP,1646095051.574335,105,0,91
5147,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.579545,581,0,567
5148,185.218.3.80,192.168.43.20,https,44116,TCP,1646095051.727479,0,66,52
5149,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.751977,0,66,52
5150,185.218.3.80,192.168.43.20,https,44114,TCP,1646095051.908413,0,182,168
5151,192.168.43.20,185.218.3.80,44114,https,TCP,1646095051.908484,66,0,52
5152,192.168.43.20,176.9.122.183,52826,https,TCP,1646095053.63279,105,0,91
5153,176.9.122.183,192.168.43.20,https,52826,TCP,1646095053.735443,0,66,52
5154,176.9.122.183,192.168.43.20,https,52826,TCP,1646095053.742006,0,105,91
5155,192.168.43.20,176.9.122.183,52826,https,TCP,1646095053.742063,66,0,52
5156,192.168.43.20,94.130.124.124,60438,https,TCP,1646095054.63362,105,0,91
5157,192.168.43.20,142.250.186.68,50446,https,TCP,1646095054.633891,105,0,91
5158,192.168.43.20,151.101.129.7,42350,https,TCP,1646095054.649693,66,0,52
5159,94.130.124.124,192.168.43.20,https,60438,TCP,1646095054.73402,0,66,52
